seed,mode,lr,lam_att,best_epoch,val_P,val_R,val_F1,val_attn_iou
18,abs,0.0002,7,140,0.9259259259259259,0.8620689655172413,0.8928571428571429,0.41002360631923007
18,abs,0.0002,10,150,0.8833333333333333,0.9137931034482759,0.8983050847457628,0.4243048403707518
18,abs,0.0005,0.1,130,0.8360655737704918,0.8793103448275862,0.8571428571428572,0.35091083413231067
18,abs,0.0005,0.3,130,0.8947368421052632,0.8793103448275862,0.8869565217391304,0.26326742976066597
18,abs,0.0005,0.5,120,0.8571428571428571,0.9310344827586207,0.8925619834710743,0.4116504854368932
18,abs,0.0005,0.7,130,0.803030303030303,0.9137931034482759,0.8548387096774194,0.34549829556847805
18,abs,0.0005,1.0,100,0.782608695652174,0.9310344827586207,0.8503937007874016,0.39864503476555535
18,abs,0.0005,3,130,0.8412698412698413,0.9137931034482759,0.8760330578512397,0.3974702951322346
18,abs,0.0005,5,135,0.8571428571428571,0.8275862068965517,0.8421052631578947,0.3879536101758324
18,abs,0.0005,7,75,0.8225806451612904,0.8793103448275862,0.8500000000000001,0.43283582089552236
18,abs,0.0005,10,115,0.8125,0.896551724137931,0.8524590163934426,0.4031936127744511
18,abs,0.001,0.1,150,0.7323943661971831,0.896551724137931,0.806201550387597,0.4099950682229163
18,abs,0.001,0.3,125,0.7878787878787878,0.896551724137931,0.8387096774193549,0.4217881798282539
18,abs,0.001,0.5,145,0.8181818181818182,0.9310344827586207,0.8709677419354839,0.3291065158017948
18,abs,0.001,0.7,70,0.782608695652174,0.9310344827586207,0.8503937007874016,0.3908470197453405
18,abs,0.001,1.0,125,0.7941176470588235,0.9310344827586207,0.8571428571428571,0.4427660288687479
18,abs,0.001,3,100,0.8360655737704918,0.8793103448275862,0.8571428571428572,0.38362150864525935
18,abs,0.001,5,85,0.8524590163934426,0.896551724137931,0.8739495798319327,0.4430449069003286
18,abs,0.001,7,100,0.8524590163934426,0.896551724137931,0.8739495798319327,0.4310312905017589
18,abs,0.001,10,35,0.7971014492753623,0.9482758620689655,0.8661417322834646,0.39480354879594426
19,none,0.0002,-,120,0.703125,0.8333333333333334,0.7627118644067796,nan
19,none,0.0005,-,70,0.8245614035087719,0.8703703703703703,0.8468468468468469,nan
19,none,0.001,-,130,0.8958333333333334,0.7962962962962963,0.8431372549019608,nan
19,abs,0.0002,0.1,100,0.8135593220338984,0.8888888888888888,0.8495575221238938,0.359540789702557
19,abs,0.0002,0.3,105,0.7833333333333333,0.8703703703703703,0.8245614035087719,0.38928430209569
19,abs,0.0002,0.5,150,0.8275862068965517,0.8888888888888888,0.8571428571428572,0.33574170241589524
19,abs,0.0002,0.7,65,0.8627450980392157,0.8148148148148148,0.838095238095238,0.36091954022988504
19,abs,0.0002,1.0,145,0.7704918032786885,0.8703703703703703,0.817391304347826,0.3959209419680404
19,abs,0.0002,3,140,0.8214285714285714,0.8518518518518519,0.8363636363636364,0.34294871794871795
19,abs,0.0002,5,110,0.78125,0.9259259259259259,0.847457627118644,0.39263271939328276
19,abs,0.0002,7,60,0.7777777777777778,0.9074074074074074,0.8376068376068377,0.36330076004343104
19,abs,0.0002,10,135,0.7619047619047619,0.8888888888888888,0.8205128205128205,0.4298703811182047
